Date,Selina,Sub Category,Capacity,Out of Order,Available Beds,Sold Beds,Room Revenue USD,Food and Beverage Revenue,Activities Revenue,Co-Working Revenue,Average Guest Review
2018-06-01,Manuel Antonio,Private,60,1,59,34,1071.0,228.3372,164.22714,54.449639999999995,8.712
2018-06-01,Manuel Antonio,Private Shared,18,1,17,11,296.99999999999994,66.72995999999999,46.51613999999999,18.75257999999999,8.721
2018-06-01,La Fortuna,Private,20,1,19,10,273.0,74.76924,31.564259999999997,7.387379999999999,8.755
2018-06-01,Tamarindo,Private,24,1,23,14,382.2,93.394392,48.26421599999999,18.490835999999998,8.726
2018-06-01,La Fortuna,Private Shared,32,1,31,16,403.19999999999993,110.097792,40.33612799999999,14.878079999999995,8.755
2018-06-01,Venao,Private Shared,34,1,33,22,435.5999999999999,126.44596799999997,79.65381599999998,33.21885599999999,8.704
2018-06-01,Red Frog,Dorm,24,1,23,14,182.0,52.38324,32.0866,11.78996,8.714
2018-06-01,Playa del Carmen,Private Shared,54,7,47,20,646.0,2.6485999999999996,81.57687999999999,21.718519999999998,8.809
2018-06-01,Jaco,Private,42,1,41,24,655.2,159.030144,70.381584,25.251408,8.745
2018-06-01,Jaco,Private Shared,26,1,25,15,351.0,89.79983999999999,38.567879999999995,11.224979999999999,8.766
2018-06-01,Medellin,Private Shared,24,3,21,11,228.8,65.29036799999999,33.020416000000004,10.694112,8.755
2018-06-01,San Jose,Private Shared,14,0,14,8,187.2,43.44163199999999,30.393791999999994,10.284767999999998,8.716
2018-06-01,Puerto Viejo,Private,32,1,31,20,546.0,136.10688,71.18748,25.96776,8.753
2018-06-01,Pedasi,Private,16,1,15,10,273.0,74.9931,48.80148,23.5053,8.697
2018-06-01,Red Frog,Private Shared,14,1,13,8,187.2,53.11238399999999,32.849855999999996,15.3504,8.714
2018-06-01,Montanita,Private Shared,38,4,34,14,268.80000000000007,73.61894400000003,21.159936000000005,6.612480000000001,8.803
2018-06-01,Quito,Dorm,150,22,128,44,440.0,107.15759999999999,4.6903999999999995,6.855199999999999,9.008
2018-06-01,Quito,Private Shared,24,4,20,7,123.20000000000002,28.791840000000004,0.8081920000000001,1.313312,9.009
2018-06-01,Antigua,Private Shared,52,6,46,19,577.6,163.40304,84.306496,21.313439999999996,8.768
2018-06-02,Cartagena,Dorm,114,12,102,36,540.0,3.5423999999999998,61.54919999999999,14.169599999999999,8.98
2018-06-02,Red Frog,Private Shared,14,1,13,9,210.6,60.787584,35.747243999999995,17.614584,8.709
2018-06-02,Tamarindo,Dorm,144,3,141,79,1185.0,291.51,158.3871,70.9341,8.729
2018-06-02,Jaco,Dorm,118,2,116,67,871.0,214.98021999999997,102.84768,35.711,8.753
2018-06-02,Playa del Carmen,Private,59,6,53,22,774.4000000000001,5.715072000000001,92.07616,27.940352000000004,8.788
2018-06-02,San Jose,Dorm,86,1,85,52,780.0,173.97119999999998,133.0368,50.528400000000005,8.724
2018-06-02,Venao,Private Shared,34,1,33,21,491.4,136.19642399999998,93.886884,45.533123999999994,8.709
2018-06-02,La Fortuna,Dorm,100,2,98,48,672.0,182.94528,67.77792000000001,24.24576,8.769
2018-06-02,Puerto Viejo,Private,32,1,31,19,518.7,123.34686,64.225434,25.094706,8.754
2018-06-02,Jaco,Private,42,1,41,25,630.0000000000001,154.4634,77.49000000000001,31.512600000000003,8.765
2018-06-02,Bocas del Toro,Private Shared,32,1,31,19,410.4,117.44827199999999,75.045744,38.027663999999994,8.701
2018-06-02,Venao,Private,12,1,11,8,184.8,52.128384000000004,36.823248,17.275104,8.687
2018-06-02,Santa Teresa North,Dorm,140,2,138,85,1190.0,263.466,178.5714,68.306,8.719
2018-06-02,Mexico City,Private,132,16,116,46,1619.2,3.983232,200.48934400000002,17.260672,8.88
2018-06-02,Puerto Escondido,Dorm,108,12,96,35,525.0,0.861,68.88,9.0405,8.99
2018-06-02,Medellin,Private,88,9,79,41,934.7999999999998,256.78955999999994,146.40837599999998,51.357911999999985,8.759
2018-06-02,Manuel Antonio,Dorm,116,0,116,68,952.0,223.26304,139.73456,53.08352,8.713
2018-06-02,Quito,Private Shared,24,4,20,7,123.20000000000002,28.892864000000003,1.717408,0.303072,8.998
2018-06-02,Montanita,Dorm,148,15,133,48,624.0,172.94783999999999,47.58624,10.2336,8.784
2018-06-02,Bocas del Toro,Dorm,154,1,153,91,1092.0,307.13592,200.57855999999998,108.34824,8.697
2018-06-02,Playa del Carmen,Private Shared,54,6,48,21,638.4,3.6644159999999997,84.28156799999998,20.939519999999998,8.809
2018-06-02,Tamarindo,Private,24,1,23,14,382.2,94.64800799999999,51.398255999999996,16.610412,8.752
2018-06-02,Montanita,Private,96,8,88,36,820.8,233.55043199999994,58.55587199999999,13.461119999999998,8.803
2018-06-02,Playa del Carmen,Dorm,177,17,160,60,960.0,7.0848,118.8672,22.0416,8.788
2018-06-02,Venao,Dorm,51,1,50,32,416.0,117.00416,81.52767999999999,34.45312,8.714
2018-06-02,Manuel Antonio,Private,60,1,59,37,1087.8000000000002,257.78684400000003,173.047224,57.97974000000001,8.727
2018-06-02,Puerto Viejo,Private Shared,40,1,39,25,674.9999999999999,162.72899999999996,86.34599999999998,23.800499999999996,8.752
2018-06-02,Mexico City,Private Shared,68,7,61,20,570.0,4.2066,67.773,10.7502,8.91
2018-06-02,Cartagena,Private Shared,14,2,12,5,128.0,0.5247999999999999,16.05888,1.4694399999999999,8.998
2018-06-02,Medellin,Dorm,215,23,192,85,1020.0,289.39439999999996,144.69719999999998,51.85679999999999,8.756
2018-06-02,Bocas del Toro,Private,44,1,43,24,604.8000000000001,173.08166400000002,108.60998400000001,51.081408,8.688
2018-06-02,Mexico City,Dorm,254,30,224,75,1125.0,5.535,142.06499999999997,13.837499999999999,8.886
2018-06-02,San Jose,Private,40,1,39,23,676.2,155.25552000000002,115.332672,47.13114,8.717
2018-06-02,Puerto Viejo,Dorm,66,1,65,37,518.0,124.87943999999999,58.192119999999996,27.184639999999998,8.738
2018-06-02,Antigua,Private Shared,52,6,46,19,541.5,150.9702,73.70898,21.31344,8.771
2018-06-02,Manuel Antonio,Private Shared,18,1,17,11,277.19999999999993,59.09903999999999,45.46079999999999,17.729711999999992,8.713
2018-06-02,Red Frog,Private,34,1,33,19,478.80000000000007,139.37868,80.48628000000001,41.617296,8.714
2018-06-02,Cartagena,Private,46,5,41,16,486.4,2.3930879999999997,54.64217599999999,10.370047999999999,8.988
2018-06-02,Red Frog,Dorm,24,1,23,15,195.0,56.92439999999999,32.9394,15.3504,8.731
2018-06-02,Antigua,Dorm,92,8,84,34,544.0,153.00544,76.72576,22.75008,8.794
2018-06-02,Pedasi,Private,16,1,15,10,252.00000000000003,70.25760000000001,47.32056000000001,23.55696,8.704
2018-06-02,La Fortuna,Private Shared,32,1,31,16,403.19999999999993,110.097792,45.62611199999999,15.208703999999996,8.778
2018-06-02,Quito,Private,36,7,29,11,229.89999999999998,58.44057999999999,0.188518,1.696662,8.999
2018-06-02,Antigua,Private,34,4,30,13,429.0,123.12299999999999,56.28479999999999,12.66408,8.773
2018-06-02,La Fortuna,Private,20,1,19,11,277.20000000000005,70.918848,28.640304000000004,11.819808000000002,8.767
2018-06-02,San Jose,Private Shared,14,1,13,9,242.99999999999997,54.99575999999999,36.66383999999999,16.339319999999997,8.733
2018-06-02,Puerto Escondido,Private,26,3,23,8,281.6,1.616384,30.249471999999997,4.849152,9.007
2018-06-02,Medellin,Private Shared,24,3,21,11,211.20000000000005,60.094848000000006,30.653568000000003,13.335168,8.752
2018-06-02,Santa Teresa North,Private Shared,16,1,15,10,234.0,55.83707999999999,33.00336,15.350399999999999,8.718
2018-06-02,Montanita,Private Shared,38,4,34,13,291.20000000000005,84.05196800000002,22.206912000000003,5.969600000000002,8.805
2018-06-02,Tamarindo,Private Shared,34,1,33,21,529.1999999999999,122.80615199999997,65.525544,21.263256,8.754
2018-06-02,Santa Teresa North,Private,22,1,21,14,411.6,92.14077599999999,67.164888,26.663448000000002,8.734
2018-06-02,Jaco,Private Shared,26,1,25,15,377.99999999999994,99.18719999999998,44.01431999999999,17.357759999999995,8.75
2018-06-02,Pedasi,Dorm,8,1,7,5,65.0,18.015399999999996,11.9392,5.7031,8.685
2018-06-02,Quito,Dorm,150,25,125,46,460.0,112.02839999999999,3.0176,3.0176,8.993
2018-06-03,Cartagena,Dorm,114,14,100,32,480.0,7.478399999999999,53.529599999999995,13.776,9.002
2018-06-03,Medellin,Dorm,215,20,195,90,1170.0,330.0336,165.0168,47.97,8.759
2018-06-03,Santa Teresa North,Dorm,140,1,139,82,984.0,221.08512,154.92096,48.4128,8.739
2018-06-03,San Jose,Private Shared,14,1,13,8,201.59999999999997,45.956735999999985,33.723648,11.241215999999998,8.707
2018-06-03,Puerto Viejo,Dorm,66,2,64,39,507.0,125.13774,59.45081999999999,23.69718,8.756
2018-06-03,Puerto Escondido,Dorm,108,12,96,30,450.0,0.738,56.456999999999994,12.177,9.003
2018-06-03,Venao,Dorm,51,1,50,30,420.0,123.63959999999999,83.00039999999998,38.22839999999999,8.708
2018-06-03,La Fortuna,Dorm,100,0,100,51,663.0,169.07825999999997,78.8307,26.095679999999998,8.75
2018-06-03,Medellin,Private Shared,24,3,21,11,211.20000000000005,61.82668800000001,33.944064000000004,10.044672000000002,8.761
2018-06-03,San Jose,Dorm,86,1,85,50,650.0,149.773,95.407,31.979999999999997,8.718
2018-06-03,Mexico City,Dorm,254,27,227,77,1232.0,6.06144,136.3824,12.12288,8.908
2018-06-03,Mexico City,Private Shared,68,7,61,25,712.5,5.842499999999999,90.55874999999999,17.527499999999996,8.9
2018-06-03,Tamarindo,Dorm,144,0,144,85,1190.0,274.1998,170.765,62.4512,8.75
2018-06-03,Pedasi,Dorm,8,1,7,5,60.0,16.580399999999997,10.9224,5.1659999999999995,8.707
2018-06-03,Tamarindo,Private Shared,34,1,33,21,566.9999999999999,142.73657999999995,78.57485999999997,34.405559999999994,8.748
2018-06-03,Jaco,Dorm,118,3,115,63,819.0,209.53295999999997,102.08015999999999,38.95164,8.754
2018-06-03,Montanita,Dorm,148,13,135,55,770.0,218.46439999999998,51.7748,15.153599999999999,8.783
2018-06-03,Pedasi,Private,16,1,15,9,226.8,61.558055999999986,42.588504,17.853696,8.69
2018-06-03,Venao,Private,12,1,11,7,191.1,54.53229599999999,37.921884,15.826901999999997,8.708
2018-06-03,Bocas del Toro,Dorm,154,2,152,96,1344.0,366.99264000000005,252.37632,117.92256,8.71
2018-06-03,La Fortuna,Private,20,1,19,10,294.0,78.59208,34.474439999999994,13.018319999999997,8.763
2018-06-03,Playa del Carmen,Dorm,177,19,158,63,1071.0,10.53864,123.82901999999999,25.46838,8.784
2018-06-03,Jaco,Private,42,1,41,23,676.2,179.65281600000003,74.300856,35.486976,8.76
2018-06-03,Manuel Antonio,Dorm,116,2,114,64,960.0,205.45919999999998,142.4832,66.91199999999999,8.706
2018-06-03,Venao,Private Shared,34,1,33,21,491.4,141.837696,92.67804,43.115435999999995,8.704
2018-06-03,Bocas del Toro,Private Shared,32,1,31,20,431.99999999999994,127.52639999999997,77.93279999999999,35.424,8.704
2018-06-03,Santa Teresa North,Private,22,1,21,13,382.20000000000005,86.499504,60.486972,22.565088000000003,8.719
2018-06-03,Red Frog,Dorm,24,1,23,15,180.0,52.1028,30.553199999999997,14.76,8.707
2018-06-03,Tamarindo,Private,24,1,23,14,411.6,97.540968,57.714552000000005,20.925743999999998,8.736
2018-06-03,Red Frog,Private,34,1,33,20,504.00000000000006,136.79567999999998,84.72240000000001,43.394400000000005,8.727
2018-06-03,San Jose,Private,40,1,39,25,787.5,180.16424999999998,134.316,45.84825,8.71
2018-06-03,La Fortuna,Private Shared,32,1,31,16,403.19999999999993,108.11404799999998,43.31174399999999,12.563711999999997,8.758
2018-06-03,Puerto Viejo,Private Shared,40,1,39,24,604.8,151.26047999999997,73.894464,23.804927999999997,8.75
2018-06-03,Antigua,Private,34,4,30,13,457.6,129.079808,63.038976,16.88544,8.768
2018-06-03,Medellin,Private,88,9,79,37,913.9,258.54231,149.8796,47.961472,8.764
2018-06-03,Mexico City,Private,132,16,116,47,1654.4,10.852864,196.70816,16.279296000000002,8.91
2018-06-03,Playa del Carmen,Private,59,8,51,19,668.8000000000001,1.645248,79.52032,10.96832,8.787
2018-06-03,Puerto Escondido,Private,26,3,23,9,297.0,1.94832,37.50515999999999,8.5239,8.996
2018-06-03,Manuel Antonio,Private Shared,18,1,17,10,269.99999999999994,61.77059999999998,45.16559999999999,14.169599999999997,8.731
2018-06-03,Puerto Viejo,Private,32,1,31,20,630.0,162.729,76.4568,21.1806,8.745
2018-06-03,Bocas del Toro,Private,44,1,43,27,737.1,215.174232,137.20379400000002,71.926218,8.688
2018-06-03,Jaco,Private Shared,26,1,25,14,327.59999999999997,79.78370399999999,37.07121599999999,11.819807999999998,8.747
2018-06-03,Playa del Carmen,Private Shared,54,5,49,20,570.0,9.347999999999999,75.7188,9.8154,8.785
2018-06-03,Antigua,Dorm,92,10,82,36,576.0,169.09055999999998,72.73727999999998,21.254399999999997,8.789
2018-06-03,Cartagena,Private,46,5,41,15,456.0,4.4870399999999995,49.35744,11.2176,8.983
2018-06-03,Antigua,Private Shared,52,6,46,22,710.5999999999999,197.53258799999995,88.56918399999998,24.473063999999997,8.776
2018-06-03,Montanita,Private,96,10,86,33,815.1,239.280756,59.485997999999995,18.714696,8.803
2018-06-03,Manuel Antonio,Private,60,2,58,36,1134.0,265.94568,181.32659999999998,74.39039999999999,8.713
2018-06-03,Santa Teresa North,Private Shared,16,1,15,9,210.6,49.21722,31.94802,9.670751999999998,8.715
2018-06-03,Red Frog,Private Shared,14,1,13,9,178.2,52.02014399999999,29.2248,13.005035999999997,8.713
2018-06-03,Cartagena,Private Shared,14,2,12,5,112.00000000000001,0.8265600000000002,11.939200000000001,1.9286400000000001,9.003
2018-06-03,Quito,Private,36,6,30,12,250.79999999999998,62.51942399999999,3.2904959999999996,0.41131199999999996,9.005
2018-06-04,Red Frog,Dorm,24,1,23,15,180.0,52.2504,29.3724,13.579199999999998,8.717
2018-06-04,Montanita,Dorm,148,14,134,49,588.0,161.04144,47.733839999999994,10.125359999999999,8.805
2018-06-04,San Jose,Dorm,86,1,85,53,795.0,171.44969999999998,127.12049999999999,41.7216,8.709
2018-06-04,Venao,Dorm,51,1,50,30,360.0,99.48239999999998,71.1432,29.815199999999997,8.705
2018-06-04,Playa del Carmen,Dorm,177,17,160,65,1040.0,2.5584,143.2704,17.055999999999997,8.787
2018-06-04,Puerto Viejo,Dorm,66,1,65,40,520.0,125.3616,63.959999999999994,24.304799999999997,8.753
2018-06-04,Santa Teresa North,Dorm,140,3,137,85,1020.0,245.0652,144.69719999999998,51.020399999999995,8.733
2018-06-04,Manuel Antonio,Dorm,116,1,115,67,871.0,195.69628,135.7018,54.99493999999999,8.721
2018-06-04,Mexico City,Private,132,14,118,40,1496.0000000000002,12.2672,181.55456,49.0688,8.906
2018-06-04,Mexico City,Private Shared,68,7,61,25,807.4999999999999,1.9864499999999996,92.03884999999997,13.905149999999997,8.901
2018-06-04,Manuel Antonio,Private,60,2,58,38,1197.0,265.01579999999996,190.41875999999996,82.44936,8.731
2018-06-04,Cartagena,Dorm,114,14,100,38,570.0,1.8696,64.9686,10.7502,8.907
2018-06-04,Jaco,Dorm,118,2,116,69,966.0,252.68627999999998,118.02588,31.684799999999996,8.745
2018-06-04,Santa Teresa North,Private Shared,16,1,15,10,215.99999999999997,49.593599999999995,32.41296,10.272959999999998,8.738
2018-06-04,Playa del Carmen,Private,59,7,52,20,748.0000000000001,2.4534400000000005,103.04448000000001,23.921039999999998,8.786
2018-06-04,San Jose,Private,40,1,39,23,724.5,171.09792000000002,123.57072,38.61585,8.717
2018-06-04,Antigua,Dorm,92,10,82,39,624.0,180.11136,89.03231999999998,14.838719999999999,8.784
2018-06-04,Bocas del Toro,Dorm,154,4,150,88,1056.0,309.13344,209.55264,92.65344,8.689
2018-06-04,Jaco,Private,42,1,41,25,682.5,178.52835,76.1124,23.5053,8.759
2018-06-04,Montanita,Private,96,11,85,38,938.6,273.996112,72.34728799999999,20.780603999999997,8.8
2018-06-04,Mexico City,Dorm,254,30,224,75,1125.0,6.4575,126.3825,38.745,8.909
2018-06-04,La Fortuna,Dorm,100,2,98,53,742.0,199.56831999999997,82.1394,29.20512,8.763
2018-06-04,La Fortuna,Private,20,1,19,10,252.00000000000003,64.67832,26.65656,8.058959999999999,8.762
2018-06-04,San Jose,Private Shared,14,1,13,9,226.79999999999995,51.70132799999998,36.26531999999999,11.158559999999996,8.728
2018-06-04,Puerto Escondido,Dorm,108,11,97,30,450.0,0.0,59.03999999999999,12.915,8.992
2018-06-04,Jaco,Private Shared,26,1,25,14,327.59999999999997,80.85823199999999,42.17522399999999,17.46108,8.744
2018-06-04,Tamarindo,Dorm,144,3,141,86,1290.0,298.29959999999994,173.4792,60.294599999999996,8.726
2018-06-04,Medellin,Private,88,11,77,42,957.5999999999999,266.19364799999994,137.41559999999998,42.40252799999999,8.753
2018-06-04,Tamarindo,Private Shared,34,1,33,20,503.9999999999999,119.43791999999998,73.56383999999997,25.21007999999999,8.751
2018-06-04,Medellin,Dorm,215,18,197,89,1157.0,322.5716,170.77319999999997,59.770619999999994,8.755
2018-06-04,Manuel Antonio,Private Shared,18,1,17,11,277.19999999999993,65.23624799999997,44.77888799999999,15.911279999999996,8.727
2018-06-04,Medellin,Private Shared,24,3,21,11,228.8,66.228448,37.335584,11.25696,8.753
2018-06-04,Santa Teresa North,Private,22,1,21,13,382.20000000000005,91.200564,59.546760000000006,19.117644000000002,8.726
2018-06-04,Tamarindo,Private,24,1,23,14,382.2,92.45418,53.905488,14.729987999999999,8.745
2018-06-04,Cartagena,Private,46,6,40,15,484.49999999999994,0.3972899999999999,58.40162999999999,8.74038,8.907
2018-06-04,La Fortuna,Private Shared,32,1,31,17,397.79999999999995,105.36130799999998,40.122108,11.090663999999999,8.773
2018-06-04,Puerto Viejo,Private Shared,40,1,39,22,593.9999999999999,141.74027999999996,73.06199999999998,29.71187999999999,8.738
2018-06-04,Cartagena,Private Shared,14,2,12,5,128.0,0.20992,16.898559999999996,2.8339199999999996,8.881
2018-06-04,Bocas del Toro,Private Shared,32,1,31,19,444.59999999999997,122.13161999999998,79.47669599999999,34.998912,8.686
2018-06-04,Antigua,Private Shared,52,5,47,21,638.4,185.31475199999997,91.61039999999998,21.986496,8.771
2018-06-04,Venao,Private Shared,34,1,33,19,410.4,113.74646399999997,76.72838399999999,34.662383999999996,8.71
2018-06-04,Bocas del Toro,Private,44,1,43,27,737.1,212.15212200000002,131.159574,58.628933999999994,8.71
2018-06-04,Puerto Escondido,Private,26,3,23,9,316.8,2.337984,34.030656,8.832384,8.991
2018-06-04,Red Frog,Private,34,1,33,19,518.7,149.29223400000004,95.274816,42.108066,8.718
2018-06-04,Puerto Viejo,Private,32,1,31,18,567.0,138.08718,66.02148,25.571699999999996,8.743
2018-06-04,Venao,Private,12,1,11,7,191.1,55.942614,35.414652,14.573285999999998,8.705
2018-06-04,Antigua,Private,34,4,30,15,561.0000000000001,165.6072,81.42354000000002,21.16092,8.794
2018-06-04,Pedasi,Dorm,8,1,7,5,65.0,18.1753,11.672699999999999,5.383299999999999,8.694
2018-06-04,Pedasi,Private,16,1,15,10,273.0,79.02258,48.80148,21.49056,8.694
2018-06-04,Playa del Carmen,Private Shared,54,6,48,18,547.1999999999999,0.44870399999999994,63.26726399999998,11.2176,8.783
2018-06-04,Red Frog,Private Shared,14,1,13,8,187.2,54.954432,34.231392,15.043391999999999,8.706
2018-06-04,Quito,Private,36,6,30,9,171.0,40.24314,2.38374,2.1033,9.01
2018-06-05,Cartagena,Private,46,6,40,14,425.59999999999997,0.6979839999999999,53.744767999999986,8.7248,8.893
2018-06-05,La Fortuna,Private Shared,32,1,31,17,397.79999999999995,102.75174,46.64602799999999,15.005015999999998,8.775
2018-06-05,San Jose,Dorm,86,1,85,48,720.0,170.0352,112.176,35.42399999999999,8.73
2018-06-05,Bocas del Toro,Dorm,154,3,151,95,1140.0,333.7236,211.26479999999998,103.76279999999998,8.693
2018-06-05,Playa del Carmen,Dorm,177,18,159,58,870.0,62.06579999999999,119.1378,16.408199999999997,8.794
2018-06-05,Cartagena,Dorm,114,13,101,41,697.0,4.00078,76.58636,14.2885,8.891
2018-06-05,Mexico City,Dorm,254,27,227,79,1185.0,9.716999999999999,158.3871,30.1227,8.891
2018-06-05,Playa del Carmen,Private,59,7,52,20,748.0000000000001,64.40280000000001,102.43112000000002,17.17408,8.779
2018-06-05,Puerto Escondido,Dorm,108,10,98,32,480.0,3.9359999999999995,51.56159999999999,3.1488,8.99
2018-06-05,San Jose,Private Shared,14,0,14,9,210.6,46.108764,31.602636,12.08844,8.733
2018-06-05,Medellin,Private,88,9,79,38,938.6,262.451332,153.93040000000002,50.02738,8.742
2018-06-05,Red Frog,Dorm,24,1,23,15,165.0,47.8962,30.4425,14.2065,8.73
2018-06-05,Bocas del Toro,Private Shared,32,1,31,19,444.59999999999997,128.693916,82.02869999999999,36.4572,8.699
2018-06-05,Manuel Antonio,Dorm,116,1,115,68,884.0,200.79175999999998,130.4784,46.39232,8.709
2018-06-05,Pedasi,Dorm,8,1,7,5,60.0,17.1708,11.7096,5.3628,8.698
2018-06-05,Santa Teresa North,Dorm,140,2,138,87,1131.0,251.33082,163.22592,57.50004,8.727
2018-06-05,San Jose,Private,40,1,39,23,724.5,165.15702,120.60026999999998,44.556749999999994,8.714
2018-06-05,Playa del Carmen,Private Shared,54,7,47,19,577.6,38.364192,73.41296,22.734336,8.8
2018-06-05,Jaco,Dorm,118,1,117,61,793.0,200.93034,90.38613999999998,40.96638,8.745
2018-06-05,Bocas del Toro,Private,44,1,43,27,737.1,202.48137,139.621482,70.11295199999999,8.71
2018-06-05,Santa Teresa North,Private,22,1,21,13,327.6,77.09738399999999,48.353759999999994,20.953295999999998,8.71
2018-06-05,Venao,Private,12,1,11,8,201.60000000000002,58.520448,37.52582400000001,19.83744,8.711
2018-06-05,Medellin,Dorm,215,26,189,101,1212.0,346.85015999999996,191.81112,50.685840000000006,8.756
2018-06-05,Venao,Dorm,51,1,50,31,403.0,110.7041,76.99718,37.672439999999995,8.705
2018-06-05,Tamarindo,Private Shared,34,1,33,20,468.0,118.19807999999998,63.704159999999995,19.95552,8.742
2018-06-05,Manuel Antonio,Private,60,1,59,38,1117.2,251.012496,188.717424,69.623904,8.728
2018-06-05,Venao,Private Shared,34,1,33,19,444.59999999999997,129.42305999999996,88.59099599999999,37.915487999999996,8.705
2018-06-05,Antigua,Dorm,92,11,81,38,608.0,177.98592,88.24512,17.4496,8.771
2018-06-05,La Fortuna,Dorm,100,1,99,46,598.0,149.5598,67.17932,21.08548,8.771
2018-06-05,Tamarindo,Private,24,1,23,14,441.0,109.57086,62.92187999999999,20.250719999999998,8.735
2018-06-05,Mexico City,Private Shared,68,7,61,25,760.0,9.347999999999999,96.59599999999999,13.0872,8.892
2018-06-05,Puerto Viejo,Dorm,66,1,65,37,481.0,119.11484,63.50161999999999,24.45404,8.751
2018-06-05,Antigua,Private,34,4,30,14,492.80000000000007,136.584448,70.312704,18.18432,8.775
2018-06-05,Red Frog,Private Shared,14,1,13,9,210.6,58.024511999999994,35.40186,16.578432,8.713
2018-06-05,La Fortuna,Private,20,1,19,10,273.0,73.42608,29.325659999999996,10.74528,8.777
2018-06-05,Cartagena,Private Shared,14,2,12,5,128.0,1.15456,16.47872,2.72896,8.881
2018-06-05,Tamarindo,Dorm,144,1,143,87,1131.0,279.15342,166.00817999999998,46.371,8.731
2018-06-05,Montanita,Private,96,10,86,34,904.4,255.85475999999997,64.51989599999999,14.832159999999998,8.794
2018-06-05,Jaco,Private Shared,26,1,25,14,327.59999999999997,82.73865599999998,36.53395199999999,15.849287999999996,8.753
2018-06-05,Medellin,Private Shared,24,3,21,11,193.60000000000002,52.705664000000006,27.464096,11.9064,8.768
2018-06-05,Puerto Viejo,Private Shared,40,1,39,25,585.0,141.51149999999998,69.5565,30.2211,8.755
2018-06-05,Pedasi,Private,16,1,15,9,264.6,73.987452,47.73384,24.734808,8.703
2018-06-05,Manuel Antonio,Private Shared,18,1,17,10,234.0,54.87768,35.88156,13.047839999999999,8.715
2018-06-05,Mexico City,Private,132,13,119,40,1232.0000000000002,9.092160000000002,139.41312000000002,32.32768000000001,8.901
2018-06-05,Puerto Viejo,Private,32,1,31,19,558.6,145.202484,75.57857999999999,22.444548,8.735
2018-06-05,Red Frog,Private,34,1,33,21,529.2,146.239128,91.12824,39.922848,8.708
2018-06-05,Puerto Escondido,Private,26,3,23,9,316.8,1.039104,38.446848,3.6368639999999997,8.99
2018-06-05,Santa Teresa North,Private Shared,16,1,15,9,226.79999999999995,49.84156799999999,33.10372799999999,12.460391999999997,8.721
2018-06-05,Montanita,Dorm,148,15,133,50,700.0,191.14200000000002,45.919999999999995,22.959999999999997,8.78
2018-06-05,Jaco,Private,42,1,41,22,600.6,147.74759999999998,76.33626,32.01198,8.746
2018-06-05,Antigua,Private Shared,52,5,47,18,547.1999999999999,155.25158399999995,74.48486399999999,16.153343999999997,8.785
2018-06-05,Quito,Private,36,5,31,11,209.0,49.01468,0.68552,5.141399999999999,8.983
2018-06-05,Quito,Private Shared,24,4,20,6,105.60000000000001,26.150784,0.086592,1.818432,8.984
2018-06-05,Montanita,Private Shared,38,5,33,13,249.60000000000002,72.65856,16.578432000000003,8.596224000000001,8.789
2018-06-06,Santa Teresa North,Dorm,140,2,138,87,1044.0,231.14159999999998,168.64775999999998,54.78912,8.717
2018-06-06,Cartagena,Dorm,114,13,101,41,656.0,9.144639999999999,78.53631999999999,17.75136,8.891
2018-06-06,Tamarindo,Dorm,144,1,143,81,1134.0,268.73532,162.72899999999998,63.23184,8.753
2018-06-06,Bocas del Toro,Dorm,154,2,152,88,1056.0,288.35136,210.41855999999999,90.9216,8.695
2018-06-06,Red Frog,Dorm,24,1,23,15,180.0,49.888799999999996,31.4388,12.398399999999999,8.73
2018-06-06,Manuel Antonio,Dorm,116,1,115,66,858.0,184.33271999999997,144.2298,43.62072,8.72
2018-06-06,Jaco,Dorm,118,2,116,65,845.0,215.4919,100.47049999999999,42.959799999999994,8.75
2018-06-06,Montanita,Private,96,8,88,33,815.1,231.92855399999996,60.822762,20.719842,8.786
2018-06-06,Red Frog,Private,34,1,33,21,529.2,154.91800800000001,91.996128,39.05496,8.734
2018-06-06,Medellin,Private,88,11,77,38,866.3999999999999,239.42097599999994,129.30153599999997,36.94329599999999,8.752
2018-06-06,Cartagena,Private,46,5,41,15,456.0,4.11312,59.82719999999999,12.71328,8.9
2018-06-06,Mexico City,Dorm,254,24,230,82,1394.0,22.861599999999996,176.03431999999998,21.718519999999998,8.901
2018-06-06,Jaco,Private Shared,26,1,25,16,374.4,91.18137599999999,42.674111999999994,19.95552,8.753
2018-06-06,La Fortuna,Dorm,100,2,98,48,624.0,160.66752,65.49504,20.4672,8.751
2018-06-06,Venao,Dorm,51,1,50,31,341.0,95.90966,62.9145,32.1563,8.695
2018-06-06,San Jose,Private,40,1,39,24,705.6,164.89872,111.089664,45.708768000000006,8.734
2018-06-06,Playa del Carmen,Private,59,7,52,20,792.0,59.748479999999994,98.06544,27.27648,8.775
2018-06-06,Santa Teresa North,Private Shared,16,1,15,10,251.99999999999994,59.71895999999999,36.57527999999999,11.778479999999997,8.724
2018-06-06,Quito,Private,36,6,30,11,209.0,47.986399999999996,1.7137999999999998,0.17138,9.005
2018-06-06,Bocas del Toro,Private Shared,32,1,31,19,444.59999999999997,130.516776,80.20583999999998,34.26976799999999,8.705
